sport,city_tier,num_teams,num_matches,venue_capacity,team_size,tournament_days,has_existing_sponsor,format,sponsorship_tier,estimated_reach,cost_per_person,players_reach,family_reach,venue_reach,wom_reach,social_reach
volleyball,1,20,190,1000,6,5,0,league,bronze,6011,1.16,120,176,2684,1813,1456
basketball,2,10,9,600,5,2,1,knockout,silver,1193,12.57,50,77,546,88,165
basketball,2,10,9,800,5,1,0,knockout,silver,821,18.27,50,70,380,80,134
cricket,1,24,149,1600,11,3,1,league+knockout,silver,34823,0.43,264,546,3221,5443,1670
badminton,3,14,91,350,2,3,1,league,gold,1794,13.94,28,44,457,311,109
football,3,8,17,450,11,5,0,league+knockout,gold,4342,5.76,88,157,934,155,160
basketball,1,10,45,950,5,4,1,league,gold,10292,2.43,50,68,2526,543,1548
cricket,3,32,31,100,11,1,0,knockout,silver,3087,4.86,352,731,47,482,103
badminton,3,16,67,350,2,4,0,league+knockout,gold,2079,12.03,32,40,554,280,167
kabaddi,2,16,67,1000,7,3,0,league+knockout,bronze,5602,1.25,112,196,1881,860,967
cricket,1,12,66,1850,11,3,1,league,gold,27927,0.9,132,307,4001,1977,1792
basketball,2,12,11,250,5,1,0,knockout,platinum,883,56.63,60,100,146,128,78
cricket,1,20,19,1100,11,2,1,knockout,silver,7401,2.03,220,491,1566,476,918
badminton,2,20,190,850,2,5,0,league,silver,5534,2.71,40,58,1831,1421,749
kabaddi,1,10,26,1850,7,3,0,league+knockout,platinum,17050,2.93,70,110,3882,305,1744
basketball,3,8,28,150,5,2,0,league,bronze,512,13.67,40,51,129,181,39
badminton,2,16,15,600,2,2,0,knockout,silver,900,16.67,32,48,521,101,198
basketball,2,32,263,650,5,3,1,league+knockout,gold,10461,2.39,160,232,1161,2242,397
badminton,2,32,263,450,2,5,0,league+knockout,gold,6989,3.58,64,84,1179,1822,458
volleyball,1,16,120,450,6,5,0,league,silver,4355,3.44,96,132,1310,1258,600
basketball,3,16,120,200,5,5,0,league,silver,2166,6.93,80,114,402,710,89
badminton,2,6,9,850,2,6,0,league+knockout,silver,5107,2.94,12,16,2445,58,764
kabaddi,3,6,9,200,7,4,0,league+knockout,gold,1358,18.41,42,61,328,56,97
cricket,2,32,263,1000,11,6,0,league+knockout,silver,32649,0.46,352,764,3506,5855,1225
football,3,20,19,500,11,1,1,knockout,gold,2302,10.86,220,357,228,191,100
basketball,2,10,26,800,5,6,0,league+knockout,bronze,4719,1.48,50,73,2411,211,785
basketball,2,10,45,550,5,2,0,league,gold,3152,7.93,50,68,659,500,347
football,2,12,66,800,11,2,1,league,silver,6344,2.36,132,228,864,1092,481
kabaddi,2,24,23,700,7,1,0,knockout,bronze,1208,5.79,168,292,393,275,214
badminton,2,12,11,600,2,1,0,knockout,silver,635,23.62,24,31,342,70,168
basketball,1,16,15,700,5,1,1,knockout,gold,1903,13.14,80,102,469,215,316
football,2,10,45,200,11,3,1,league,bronze,2992,2.34,110,216,352,903,178
badminton,2,16,67,400,2,5,0,league+knockout,platinum,5250,9.52,32,50,1083,574,519
cricket,3,16,67,100,11,5,0,league+knockout,gold,5842,4.28,176,380,253,799,67
football,2,20,104,150,11,6,1,league+knockout,bronze,6793,1.03,220,364,593,1970,331
basketball,1,8,28,750,5,3,0,league,bronze,2707,2.59,40,55,1254,358,618
kabaddi,1,8,17,950,7,4,1,league+knockout,platinum,14268,3.5,56,77,2497,258,1678
kabaddi,3,16,120,150,7,3,1,league,platinum,4129,12.11,112,159,199,974,73
kabaddi,1,8,7,1050,7,1,0,knockout,gold,1894,13.2,56,78,662,99,368
kabaddi,1,8,7,1100,7,2,0,knockout,gold,3346,7.47,56,90,1391,131,563
football,1,6,9,1300,11,4,0,league+knockout,silver,14836,1.01,66,101,3939,214,2061
basketball,2,4,6,550,5,4,0,league,silver,2653,5.65,20,31,1225,56,377
basketball,2,24,276,850,5,2,0,league,gold,7384,3.39,120,163,1001,2206,315
cricket,1,10,45,1350,11,5,0,league,silver,24008,0.62,110,222,5467,1186,2895
badminton,1,16,15,750,2,1,1,knockout,silver,992,15.12,32,44,457,143,210
volleyball,2,8,28,350,6,3,1,league,platinum,2267,22.06,48,68,532,217,187
badminton,1,16,67,1100,2,5,0,league+knockout,gold,10621,2.35,32,49,3072,606,1723
basketball,1,14,91,450,5,2,1,league,gold,5062,4.94,70,99,506,1285,369
cricket,2,20,190,800,11,3,0,league,bronze,14527,0.48,220,508,1752,4900,591
badminton,1,16,120,350,2,5,0,league,gold,5268,4.75,32,41,968,1406,675
football,3,8,28,100,11,4,1,league,bronze,1293,5.41,88,164,168,290,50
cricket,1,4,4,1700,11,3,1,league+knockout,silver,20758,0.72,44,99,3756,92,2652
badminton,2,8,7,750,2,1,0,knockout,bronze,479,14.61,16,20,388,51,164
volleyball,1,32,496,800,6,2,1,league,platinum,15216,3.29,192,229,868,5318,455
volleyball,2,16,15,850,6,2,0,knockout,silver,1427,10.51,96,113,766,114,413
kabaddi,3,14,51,350,7,6,1,league+knockout,platinum,5772,8.66,98,179,1023,335,212
kabaddi,2,20,190,1000,7,4,0,league,silver,8110,1.85,140,219,2144,1831,672
kabaddi,2,8,28,800,7,4,0,league,gold,5403,4.63,56,84,1520,351,657
basketball,2,4,3,200,5,1,1,knockout,silver,301,49.83,20,28,112,26,48
volleyball,3,24,23,350,6,2,0,knockout,silver,695,21.58,144,194,225,84,85
kabaddi,3,12,11,400,7,1,1,knockout,bronze,492,14.23,84,118,171,76,39
basketball,2,12,11,650,5,2,0,knockout,bronze,1218,5.75,60,77,771,95,409
football,1,10,26,600,11,4,0,league+knockout,gold,11268,2.22,110,226,1775,490,1276
cricket,1,16,67,500,11,3,0,league+knockout,silver,11894,1.26,176,330,1102,2098,557
kabaddi,2,8,17,900,7,3,0,league+knockout,platinum,6515,7.67,56,78,1374,149,678
volleyball,1,10,9,1200,6,2,0,knockout,bronze,1551,4.51,60,77,1190,110,740
cricket,2,8,17,400,11,6,1,league+knockout,bronze,6820,1.03,88,170,1507,441,704
cricket,3,12,66,300,11,2,1,league,silver,4640,3.23,132,331,351,795,96
cricket,2,20,104,400,11,5,0,league+knockout,silver,13160,1.14,220,454,1393,2176,474
badminton,2,8,28,650,2,5,1,league,silver,3924,3.82,16,25,1716,161,677
cricket,3,4,4,450,11,3,1,league+knockout,platinum,5132,9.74,44,99,747,55,150
cricket,2,8,17,700,11,3,0,league+knockout,platinum,10057,4.97,88,200,1318,373,424
badminton,2,16,120,700,2,2,1,league,silver,2472,6.07,32,48,595,783,177
cricket,3,12,66,500,11,4,0,league,gold,7642,3.27,132,288,952,842,302
kabaddi,1,10,9,700,7,1,0,knockout,gold,1668,14.99,70,98,442,145,357
volleyball,3,20,19,250,6,2,0,knockout,silver,622,24.12,120,159,200,87,89
basketball,1,20,19,1300,5,2,1,knockout,bronze,3199,2.19,100,154,1785,203,1070
badminton,3,20,19,150,2,2,0,knockout,platinum,525,95.24,40,48,127,90,45
kabaddi,2,16,15,950,7,2,0,knockout,silver,2317,6.47,112,169,1081,123,446
football,2,16,67,950,11,6,0,league+knockout,silver,13910,1.08,176,278,2999,1031,1499
kabaddi,3,8,7,500,7,1,1,knockout,gold,682,36.66,56,87,181,44,38
volleyball,1,32,31,1250,6,1,1,knockout,gold,2990,8.36,192,278,807,344,627
badminton,1,16,15,800,2,1,0,knockout,bronze,680,10.29,32,47,444,159,224
football,3,8,7,300,11,2,0,knockout,silver,1011,14.84,88,179,268,58,81
cricket,1,20,190,900,11,3,0,league,bronze,18595,0.38,220,478,1905,6391,1209
cricket,1,16,67,1350,11,4,0,league+knockout,gold,37219,0.67,176,382,4542,2507,3065
cricket,3,16,120,100,11,5,0,league,gold,8198,3.05,176,359,284,1751,129
kabaddi,2,16,15,800,7,1,0,knockout,platinum,2122,23.56,112,170,485,131,281
kabaddi,1,16,120,1450,7,4,0,league,silver,13545,1.11,112,157,4320,2063,1709
football,1,12,11,1100,11,2,0,knockout,gold,5923,4.22,132,233,1481,217,1096
badminton,2,24,23,850,2,2,1,knockout,gold,1924,12.99,48,69,741,170,346
kabaddi,2,16,67,550,7,3,1,league+knockout,gold,5304,4.71,112,194,785,606,340
basketball,1,12,11,1950,5,2,1,knockout,gold,7123,3.51,60,88,2802,179,1295
football,1,16,120,1750,11,4,1,league,bronze,18662,0.38,176,305,5209,2893,2388
cricket,2,8,28,600,11,3,1,league,silver,6379,2.35,88,184,1158,579,335
cricket,2,16,15,300,11,1,0,knockout,bronze,1814,3.86,176,391,226,389,162
volleyball,2,16,67,200,6,6,1,league+knockout,bronze,1714,4.08,96,117,484,408,281
kabaddi,2,8,7,600,7,1,0,knockout,gold,1113,22.46,56,79,354,85,168
badminton,2,8,7,550,2,2,0,knockout,gold,1010,24.75,16,19,564,44,165
football,3,24,23,200,11,1,1,knockout,silver,2115,7.09,264,530,98,279,88
basketball,3,16,120,350,5,3,1,league,gold,3391,7.37,80,132,426,817,105
volleyball,2,16,67,800,6,5,1,league+knockout,silver,5371,2.79,96,141,1667,551,802
kabaddi,2,12,11,300,7,2,0,knockout,bronze,739,9.47,84,129,336,148,124
football,3,8,7,400,11,1,0,knockout,platinum,1256,39.81,88,139,187,85,59
kabaddi,2,20,104,250,7,5,0,league+knockout,platinum,6682,7.48,140,207,663,1082,303
cricket,1,10,26,400,11,4,0,league+knockout,silver,8780,1.71,110,215,1209,933,680
cricket,2,12,38,300,11,4,0,league+knockout,platinum,9692,5.16,132,277,733,831,343
volleyball,2,14,51,650,6,5,1,league+knockout,gold,4884,5.12,84,98,1284,370,533
football,2,6,5,250,11,2,0,knockout,gold,1388,18.01,66,135,333,65,141
kabaddi,2,16,67,700,7,4,0,league+knockout,silver,6045,2.48,112,172,1658,678,630
volleyball,2,8,28,900,6,2,1,league,platinum,3391,14.74,48,57,885,157,427
cricket,3,16,15,450,11,2,0,knockout,silver,2457,6.11,176,382,459,174,174
volleyball,1,12,38,1400,6,6,0,league+knockout,bronze,9039,0.77,72,92,4846,461,2714
kabaddi,2,16,120,950,7,5,1,league,gold,10880,2.3,112,197,2281,1307,900
football,3,12,38,350,11,6,0,league+knockout,bronze,3765,1.86,132,272,980,484,291
badminton,2,16,15,450,2,1,0,knockout,bronze,371,18.87,32,41,208,130,84
cricket,3,8,17,200,11,4,1,league+knockout,silver,2890,5.19,88,201,385,178,73
basketball,3,16,120,150,5,3,0,league,gold,2486,10.06,80,113,183,831,74
badminton,2,12,38,550,2,3,0,league+knockout,silver,2248,6.67,24,38,781,300,307
kabaddi,2,16,15,150,7,1,0,knockout,bronze,565,12.39,112,197,78,171,70
football,2,20,104,800,11,6,1,league+knockout,gold,19351,1.29,220,421,2507,1455,1342
kabaddi,2,16,120,700,7,2,0,league,platinum,5856,8.54,112,160,871,1000,267
football,1,8,7,1850,11,1,0,knockout,bronze,3374,2.07,88,157,1480,168,1106
basketball,2,16,15,400,5,1,0,knockout,gold,946,26.43,80,121,219,118,120
volleyball,1,8,28,600,6,5,0,league,bronze,2715,2.58,48,58,1539,249,929
basketball,2,24,23,500,5,1,0,knockout,gold,1373,18.21,120,172,282,237,144
football,2,16,67,350,11,3,1,league+knockout,bronze,5109,1.37,176,337,553,1255,295
football,2,4,4,550,11,5,0,league+knockout,silver,6315,2.38,44,76,1739,50,807
cricket,2,8,7,550,11,2,0,knockout,gold,3874,6.45,88,187,847,182,418
volleyball,2,10,45,750,6,4,1,league,gold,4232,5.91,60,72,1348,245,632
badminton,2,12,11,650,2,2,0,knockout,silver,976,15.37,24,33,638,76,205
cricket,2,16,15,700,11,1,1,knockout,gold,3946,6.34,176,410,400,379,201
badminton,3,12,66,200,2,4,0,league,silver,1023,14.66,24,29,333,281,91
football,1,14,91,1900,11,2,0,league,gold,18346,1.36,154,247,3055,2399,1393
football,2,8,28,550,11,4,0,league,platinum,8092,6.18,88,139,1459,497,481
kabaddi,1,10,45,1850,7,2,0,league,gold,8015,3.12,70,123,2099,672,994
football,2,10,9,800,11,2,1,knockout,gold,4164,6.0,110,180,1076,121,496
cricket,2,10,45,500,11,4,1,league,gold,11016,2.27,110,214,1187,1181,546
football,2,4,4,700,11,3,0,league+knockout,silver,4510,3.33,44,79,1220,52,545
badminton,3,20,190,50,2,5,0,league,gold,1515,16.5,40,60,101,662,35
basketball,3,12,38,50,5,4,0,league+knockout,silver,865,17.34,60,83,89,230,23
badminton,2,8,7,800,2,1,0,knockout,gold,796,31.41,16,21,376,61,163
volleyball,2,16,120,1000,6,2,0,league,platinum,4032,12.4,96,114,770,799,317
badminton,3,16,120,100,2,4,0,league,gold,1412,17.71,32,48,149,576,32
kabaddi,1,20,190,1300,7,4,1,league,silver,16584,0.9,140,250,3351,3435,1964
badminton,2,24,276,450,2,2,0,league,silver,3410,4.4,48,60,509,1727,182
basketball,3,24,23,350,5,2,0,knockout,silver,854,17.56,120,192,237,121,73
basketball,2,16,67,300,5,3,0,league+knockout,gold,3269,7.65,80,136,458,590,203
volleyball,2,10,9,300,6,1,0,knockout,silver,396,37.88,60,87,147,49,74
volleyball,1,16,120,1200,6,3,1,league,silver,6478,2.32,96,127,1838,1352,1097
kabaddi,2,16,15,600,7,1,1,knockout,gold,1421,17.59,112,188,292,131,123
cricket,1,16,15,900,11,2,0,knockout,silver,5110,2.94,176,380,1293,422,568
volleyball,3,16,15,450,6,2,0,knockout,silver,640,23.44,96,143,282,61,92
kabaddi,1,4,3,1250,7,1,1,knockout,silver,2060,7.28,28,40,885,57,523
cricket,2,24,23,500,11,1,1,knockout,bronze,2628,2.66,264,539,311,411,213
badminton,2,20,104,450,2,4,1,league+knockout,platinum,5390,9.28,40,63,791,820,356
badminton,2,20,19,500,2,2,0,knockout,gold,1209,20.68,40,56,518,131,222
basketball,1,24,149,850,5,5,1,league+knockout,platinum,20561,2.43,120,170,2916,1731,1929
kabaddi,2,8,7,500,7,2,0,knockout,platinum,1730,28.9,56,92,523,78,212
cricket,2,12,11,550,11,2,0,knockout,silver,2947,5.09,132,319,655,265,266
football,2,8,28,550,11,4,0,league,silver,5267,2.85,88,171,1470,390,482
badminton,3,32,31,350,2,1,0,knockout,gold,595,42.02,64,98,113,164,37
football,2,16,120,300,11,3,1,league,gold,10541,2.37,176,290,498,2495,259
volleyball,1,20,19,1650,6,1,0,knockout,silver,1606,9.34,120,173,828,150,420
basketball,3,16,15,100,5,2,1,knockout,silver,540,27.78,80,124,79,102,34
cricket,2,16,15,250,11,2,1,knockout,gold,3939,6.35,176,438,351,403,195
cricket,1,24,149,1000,11,6,0,league+knockout,bronze,28142,0.25,264,649,4808,4698,3030
volleyball,1,24,23,500,6,1,1,knockout,silver,1260,11.9,144,210,321,246,263
badminton,3,24,149,250,2,3,0,league+knockout,gold,2211,11.31,48,68,306,656,63
kabaddi,2,4,6,800,7,4,0,league,silver,4283,3.5,28,47,1767,57,745
cricket,2,14,13,500,11,2,0,knockout,platinum,4358,11.47,154,352,568,269,271
cricket,2,16,120,900,11,4,0,league,platinum,25373,1.97,176,387,2380,2842,1176
badminton,1,16,67,2000,2,4,0,league+knockout,silver,11995,1.25,32,45,4611,530,2521
badminton,2,8,28,700,2,2,1,league,gold,2249,11.12,16,20,605,247,302
football,2,12,66,350,11,3,0,league,gold,5465,4.57,132,206,665,877,279
football,1,20,19,1750,11,2,0,knockout,bronze,5254,1.33,220,419,2434,390,1207
badminton,2,10,45,550,2,3,1,league,gold,2988,8.37,20,29,836,277,419
badminton,3,16,67,100,2,6,1,league+knockout,gold,1606,15.57,32,51,252,338,67
football,2,14,91,950,11,5,0,league,gold,13302,1.88,154,316,2410,1182,1193
badminton,2,16,120,550,2,3,0,league,silver,2561,5.86,32,48,717,840,260
basketball,2,14,91,750,5,5,0,league,silver,5327,2.82,70,97,1739,755,770
kabaddi,3,16,67,450,7,6,0,league+knockout,silver,4150,3.61,112,192,1092,513,322
volleyball,2,4,3,300,6,2,0,knockout,bronze,323,21.67,24,28,262,18,122
kabaddi,1,8,17,1150,7,4,1,league+knockout,silver,10578,1.42,56,101,2759,250,1912
basketball,3,14,91,300,5,3,1,league,gold,2645,9.45,70,93,388,585,81
cricket,3,32,31,450,11,1,0,knockout,silver,3481,4.31,352,853,203,386,140
cricket,2,16,15,700,11,2,0,knockout,gold,5116,4.89,176,410,956,286,446
kabaddi,2,16,15,500,7,1,1,knockout,gold,1463,17.09,112,159,263,191,146
football,2,6,9,300,11,4,0,league+knockout,gold,4237,5.9,66,134,764,147,347
kabaddi,2,8,28,400,7,3,1,league,silver,2531,5.93,56,81,727,285,246
football,2,8,7,550,11,2,0,knockout,bronze,1495,4.68,88,168,674,116,283
kabaddi,2,16,15,650,7,2,0,knockout,gold,2532,9.87,112,189,825,171,391
football,2,8,17,250,11,5,0,league+knockout,gold,5214,4.79,88,166,837,280,423
football,2,16,15,750,11,1,1,knockout,silver,1987,7.55,176,279,376,195,157
cricket,2,10,26,750,11,4,0,league+knockout,bronze,6577,1.06,110,225,1714,479,615
volleyball,1,24,23,500,6,1,1,knockout,gold,1511,16.55,144,168,287,239,298
basketball,2,32,31,600,5,2,0,knockout,platinum,3126,15.99,160,260,725,352,315
kabaddi,2,16,15,800,7,1,1,knockout,bronze,1062,6.59,112,156,471,126,189
basketball,1,12,66,550,5,4,1,league,gold,7518,3.33,60,99,1481,750,1069
kabaddi,1,10,45,1700,7,4,1,league,platinum,18997,2.63,70,98,4124,833,1855
volleyball,2,8,28,550,6,5,0,league,gold,3516,7.11,48,71,1343,160,571
volleyball,2,32,263,500,6,3,0,league+knockout,gold,7155,3.49,192,247,787,2326,335
basketball,2,8,17,750,5,5,0,league+knockout,silver,5880,2.55,40,61,2181,134,883
volleyball,3,16,67,350,6,3,0,league+knockout,bronze,1150,6.09,96,120,433,267,125
football,2,24,276,550,11,2,1,league,gold,14915,1.68,264,483,578,3641,295
football,1,20,190,700,11,5,1,league,bronze,14891,0.47,220,384,2442,4068,1640
kabaddi,3,8,7,300,7,1,1,knockout,bronze,391,17.9,56,89,142,44,57
kabaddi,1,20,104,1150,7,4,1,league+knockout,gold,17199,1.45,140,239,2955,1839,1432
cricket,1,16,67,1150,11,3,0,league+knockout,silver,19884,0.75,176,338,2458,2333,1822
volleyball,2,10,9,500,6,1,1,knockout,bronze,459,15.25,60,72,247,76,120
volleyball,2,14,13,900,6,2,1,knockout,gold,1992,12.55,84,107,794,104,409
football,2,16,120,500,11,5,1,league,silver,11174,1.34,176,298,1575,2125,753
football,3,16,15,250,11,2,1,knockout,gold,2174,11.5,176,324,243,183,109
basketball,2,14,51,400,5,4,0,league+knockout,bronze,2184,3.21,70,93,825,401,245
kabaddi,1,12,38,1600,7,3,1,league+knockout,silver,12980,1.16,84,124,3232,507,2284
kabaddi,3,16,67,350,7,3,1,league+knockout,gold,3620,6.91,112,198,491,423,166
kabaddi,2,16,67,400,7,4,1,league+knockout,gold,6013,4.16,112,178,924,646,449
football,3,16,15,200,11,1,1,knockout,silver,1373,10.92,176,326,94,150,71
kabaddi,3,20,190,50,7,2,0,league,silver,3315,4.52,140,246,40,1587,33
cricket,1,8,7,1450,11,2,0,knockout,gold,9428,2.65,88,213,2609,163,1117
badminton,1,16,15,1700,2,2,0,knockout,silver,3232,4.64,32,50,2057,135,958
badminton,3,16,120,200,2,5,1,league,silver,1606,9.34,32,42,412,504,72
basketball,1,12,38,700,5,4,0,league+knockout,gold,8429,2.97,60,94,1815,583,1231
badminton,2,14,13,600,2,2,0,knockout,bronze,832,8.41,28,45,666,112,258
kabaddi,1,8,28,1500,7,2,1,league,silver,6844,2.19,56,87,2138,374,1117
cricket,2,12,38,400,11,6,0,league+knockout,silver,9701,1.55,132,280,1491,804,770
basketball,1,16,120,1700,5,3,0,league,bronze,7717,0.91,80,104,3274,1473,1697
kabaddi,3,10,9,300,7,1,0,knockout,bronze,373,18.77,70,119,115,57,53
volleyball,3,16,67,100,6,4,0,league+knockout,gold,1255,19.92,96,119,149,273,45
kabaddi,3,8,28,50,7,2,0,league,bronze,510,13.73,56,97,36,211,20
kabaddi,2,12,11,750,7,1,1,knockout,platinum,1851,27.01,84,116,400,113,205
football,3,24,23,150,11,1,0,knockout,bronze,1276,5.49,264,492,68,248,62
cricket,2,16,120,300,11,2,1,league,bronze,7838,0.89,176,400,359,2657,248
football,2,16,15,400,11,1,1,knockout,silver,2011,7.46,176,361,266,204,190
kabaddi,2,16,67,1000,7,6,0,league+knockout,gold,13466,1.86,112,172,3788,621,1099
kabaddi,1,12,38,600,7,4,1,league+knockout,silver,6223,2.41,84,116,1362,646,779
badminton,3,16,67,150,2,4,1,league+knockout,silver,1115,13.45,32,40,259,249,62
badminton,2,16,15,700,2,1,0,knockout,gold,875,28.57,32,48,335,108,177
kabaddi,3,8,7,450,7,1,0,knockout,bronze,381,18.37,56,102,164,49,52
badminton,3,12,11,150,2,2,0,knockout,gold,331,75.53,24,37,121,59,24
volleyball,3,6,9,150,6,6,0,league+knockout,platinum,1104,45.29,36,42,318,47,57
football,1,4,3,300,11,1,0,knockout,gold,971,25.75,44,72,230,63,109
cricket,3,20,19,250,11,2,0,knockout,silver,2326,6.45,220,427,275,263,107
kabaddi,2,8,7,600,7,2,0,knockout,bronze,1032,6.78,56,96,613,92,290
football,2,8,7,350,11,1,1,knockout,silver,1211,12.39,88,176,221,99,137
football,1,12,11,1500,11,2,0,knockout,silver,5541,2.71,132,217,1973,301,1071
volleyball,3,10,26,250,6,6,1,league+knockout,silver,1634,9.18,60,76,626,103,126
kabaddi,3,4,6,200,7,4,0,league,silver,897,16.72,28,44,371,32,79
badminton,2,8,28,800,2,5,0,league,gold,4489,5.57,16,23,1726,152,743
cricket,3,24,23,500,11,1,0,knockout,bronze,2041,3.43,264,606,273,239,130
basketball,3,20,190,100,5,2,1,league,platinum,4306,11.61,100,154,72,1298,27
kabaddi,3,24,149,150,7,5,1,league+knockout,bronze,2836,2.47,168,290,305,947,105
basketball,3,24,276,350,5,5,0,league,platinum,5980,8.36,120,206,737,1288,217
volleyball,2,8,17,750,6,4,0,league+knockout,silver,3019,4.97,48,63,1234,132,573
badminton,2,12,11,200,2,2,0,knockout,silver,425,35.29,24,30,216,77,78
volleyball,2,32,31,750,6,1,1,knockout,gold,1645,15.2,192,242,355,270,178
basketball,2,8,28,300,5,3,0,league,platinum,2664,18.77,40,62,488,318,236
volleyball,2,16,15,200,6,2,0,knockout,silver,596,25.17,96,149,173,127,82
cricket,2,10,9,950,11,2,0,knockout,silver,4403,3.41,110,258,1399,202,477
basketball,1,20,190,750,5,2,0,league,gold,8981,2.78,100,131,1027,2698,672
basketball,3,16,15,200,5,1,0,knockout,gold,585,42.74,80,108,91,82,46
cricket,3,32,496,400,11,5,0,league,silver,19384,0.77,352,852,978,5523,272
kabaddi,2,6,15,650,7,2,1,league,silver,2217,6.77,42,58,679,134,309
cricket,2,8,28,750,11,2,1,league,silver,6292,2.38,88,185,860,747,432
kabaddi,2,10,45,950,7,2,0,league,silver,3951,3.8,70,112,1158,558,541
basketball,3,12,11,300,5,1,0,knockout,bronze,324,21.6,60,85,134,58,39
kabaddi,2,20,190,500,7,4,0,league,silver,7100,2.11,140,224,1256,2260,503
basketball,3,16,15,250,5,2,1,knockout,gold,834,29.98,80,113,192,74,59
basketball,2,6,5,450,5,1,1,knockout,bronze,425,16.47,30,52,207,57,94
football,2,8,28,750,11,2,0,league,gold,4830,5.18,88,141,775,570,334
volleyball,3,8,17,350,6,5,1,league+knockout,bronze,1267,5.52,48,70,689,73,144
football,3,14,13,250,11,1,0,knockout,silver,1094,13.71,154,247,111,158,59
badminton,3,14,13,450,2,1,1,knockout,bronze,289,24.22,28,34,181,46,55
badminton,2,8,7,400,2,1,0,knockout,gold,411,60.83,16,20,195,40,58
volleyball,2,10,9,450,6,2,0,knockout,bronze,608,11.51,60,69,419,78,228
football,2,4,4,500,11,3,1,league+knockout,silver,3838,3.91,44,74,934,71,351
kabaddi,2,8,7,300,7,2,0,knockout,bronze,585,11.97,56,88,291,58,157
badminton,2,20,104,400,2,5,0,league+knockout,silver,3762,3.99,40,54,1012,914,407
football,2,8,17,950,11,5,1,league+knockout,bronze,8960,0.78,88,150,2792,245,1313
volleyball,3,10,45,100,6,3,0,league,platinum,850,58.82,60,78,107,159,38
volleyball,1,20,19,1200,6,2,0,knockout,silver,2413,6.22,120,168,1350,181,721
volleyball,2,12,11,750,6,2,0,knockout,silver,1182,12.69,72,109,754,64,245
badminton,2,10,9,300,2,2,0,knockout,silver,516,29.07,20,32,284,55,125
cricket,2,12,11,350,11,1,0,knockout,bronze,1411,4.96,132,307,204,292,110
badminton,2,24,276,200,2,5,0,league,bronze,3125,2.24,48,77,423,2343,195
badminton,1,16,15,1200,2,1,0,knockout,bronze,982,7.13,32,48,698,170,362
basketball,2,12,66,250,5,3,1,league,gold,3004,8.32,60,95,358,707,162
volleyball,2,24,23,350,6,2,0,knockout,gold,1182,21.15,144,196,342,157,156
basketball,1,16,67,800,5,6,0,league+knockout,bronze,8346,0.84,80,104,2909,1058,2092
badminton,2,14,13,800,2,1,0,knockout,gold,782,31.97,28,36,345,100,117
football,2,8,7,800,11,2,0,knockout,bronze,1816,3.85,88,181,943,112,290
volleyball,1,16,15,700,6,2,0,knockout,silver,1641,9.14,96,121,783,188,539
cricket,2,16,15,700,11,2,0,knockout,silver,4549,3.3,176,401,996,393,561
football,2,16,15,950,11,2,0,knockout,platinum,5805,8.61,176,355,1184,299,566
basketball,3,12,11,450,5,2,0,knockout,gold,980,25.51,60,92,345,74,111
kabaddi,2,20,104,900,7,3,0,league+knockout,gold,9300,2.69,140,221,1719,1402,518
badminton,2,24,23,750,2,2,0,knockout,silver,1604,9.35,48,74,854,199,429
volleyball,3,16,15,100,6,2,1,knockout,bronze,327,21.41,96,142,70,70,32
kabaddi,1,20,190,550,7,4,1,league,gold,11494,2.18,140,196,1456,2611,665
volleyball,2,20,104,250,6,3,1,league+knockout,platinum,3350,14.93,120,179,290,625,140
football,2,6,5,850,11,1,1,knockout,gold,2176,11.49,66,104,513,102,251
volleyball,2,6,15,650,6,2,1,league,gold,2027,12.33,36,50,663,128,252
cricket,2,16,15,950,11,2,1,knockout,gold,7253,3.45,176,427,1231,398,646
kabaddi,2,8,7,950,7,2,0,knockout,silver,1787,8.39,56,87,885,69,392
kabaddi,1,16,15,1400,7,2,0,knockout,silver,4325,3.47,112,167,2100,192,1033
badminton,1,8,7,1700,2,2,1,knockout,gold,5856,4.27,16,21,2388,71,1687
basketball,2,10,26,600,5,3,0,league+knockout,bronze,2138,3.27,50,79,826,228,416
badminton,3,20,19,350,2,1,1,knockout,bronze,276,25.36,40,61,132,68,27
football,3,16,120,400,11,5,0,league,bronze,4281,1.64,176,282,922,1223,216
cricket,2,20,190,300,11,5,1,league,bronze,12455,0.56,220,486,950,4025,421
cricket,2,8,7,750,11,2,1,knockout,silver,3754,4.0,88,189,1065,170,350
cricket,3,6,5,400,11,1,1,knockout,gold,1444,17.31,66,129,236,75,67
volleyball,3,12,38,500,6,6,1,league+knockout,gold,3189,7.84,72,96,948,148,283
basketball,2,12,11,850,5,1,1,knockout,silver,1105,13.57,60,102,428,81,187
badminton,2,20,19,600,2,1,0,knockout,gold,758,32.98,40,54,297,124,91
badminton,1,14,91,1150,2,2,0,league,silver,4088,3.67,28,35,1544,702,719
volleyball,2,20,19,350,6,2,1,knockout,bronze,737,9.5,120,149,340,170,145
cricket,1,16,120,1100,11,4,1,league,gold,34928,0.72,176,368,3964,3826,1933
cricket,2,20,19,750,11,1,1,knockout,silver,4020,3.73,220,525,477,482,290
kabaddi,1,8,17,1450,7,3,1,league+knockout,gold,12976,1.93,56,88,3237,226,1376
kabaddi,2,8,7,350,7,2,0,knockout,platinum,1278,39.12,56,91,354,63,146
